Não tinha medo {{c1::o}} tal João de Santo Cristo;[sound:legião-urbana_faroeste-caboclo_card_0.mp3];Cloze
Era o que {{c1::todos}} diziam quando ele se perdeu;[sound:legião-urbana_faroeste-caboclo_card_1.mp3];Cloze
Deixou pra trás {{c1::todo}} o marasmo da fazenda;[sound:legião-urbana_faroeste-caboclo_card_2.mp3];Cloze
